---,Name Text Normal,Name Text Romanized,Favorite Food,Level,Type,Speciality #1,Speciality #2,Speciality #3,Sleep Time,Training Preference,Sprite,Mesh,Animation,Material,Prefered Map ID,Default Weight,Energy Capacity,Energy Threshold,Energy Usage,Poop Size,Poop Timer,Height,AI Partner Distance,Scale,Head Bone,Mouth Bone,Chest Bone,Foot Bone Right,Foot Bone Left,Footstep Sound,Eat Sound,Attack Sound,Glad Sound,Down Sound,Feeding Time #1,Feeding Time #2,Feeding Time #3,Feeding Time #4,Feeding Time #5,Feeding Time #6,Feeding Time #7,Feeding Time #8,Enabled Technique #1,Enabled Technique #2,Enabled Technique #3,Enabled Technique #4,Enabled Technique #5,Enabled Technique #6,Enabled Technique #7,Enabled Technique #8,Enabled Technique #9,Enabled Technique #10,Enabled Technique #11,Enabled Technique #12,Enabled Technique #13,Enabled Technique #14,Enabled Technique #15,Enabled Technique #16,Default Technique,Finisher Index,Animation Attack Short,Animation Attack Long,Animation Attack Special 01,Animation Attack Special 02,Animation Damaged,Animation Guard,Animation Get Up,Animation Down,Animation Win / Glad,Animation Eat,Statsgain - HP,Statsgain - MP,Statsgain - Offense,Statsgain - Defense,Statsgain - Speed,Statsgain - Brains,Digivolution Requirement - Bonus,Digivolution Requirement - HP,Digivolution Requirement - MP,Digivolution Requirement - Offense,Digivolution Requirement - Defense,Digivolution Requirement - Speed,Digivolution Requirement - Brains,Digivolution Requirement - Care Mistakes,Digivolution Requirement - Weight,Digivolution Requirement - Happiness,Digivolution Requirement - Discipline,Digivolution Requirement - Battles Won,Digivolution Requirement - Techniques,Digivolution Requirement - Max Battles,Digivolution Requirement - Max Care Mistakes,Digivoluton - From #1,Digivoluton - From #2,Digivoluton - From #3,Digivoluton - From #4,Digivoluton - From #5,Digivoluton - To #1,Digivoluton - To #2,Digivoluton - To #3,Digivoluton - To #4,Digivoluton - To #5,Digivoluton - To #6
Tsunomon,"Tsunomon","Tsunomon","None","In-Training","Data","Air","Ice","None","N/A Baby II","HP and Defense","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Tsunomon.DigimonSprite_Tsunomon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Tsunomon/SkeletalMesh_Tsunomon.SkeletalMesh_Tsunomon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Tsunomon/Animation_Tsunomon.Animation_Tsunomon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Tsunomon/DigimonMaterial_Tsunomon.DigimonMaterial_Tsunomon'"")","8","10","25","10","3","1","18","0","50","1.000000","J_center","J_center","J_center","J_shitaago","J_shitaago","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00008.SL_00008'","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/Eating01.Eating01'","None","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00001.VLALL_00001'","None","-1","-1","-1","-1","-1","-1","-1","-1","56","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","56","-1","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tsunomon/Tsunomon_Anim_attack01.Tsunomon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tsunomon/Tsunomon_Anim_attack02.Tsunomon_Anim_attack02'","None","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tsunomon/Tsunomon_Anim_damage.Tsunomon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tsunomon/Tsunomon_Anim_guard.Tsunomon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tsunomon/Tsunomon_Anim_getup.Tsunomon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tsunomon/Tsunomon_Anim_down.Tsunomon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tsunomon/Tsunomon_Anim_win.Tsunomon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tsunomon/Tsunomon_Anim_eat.Tsunomon_Anim_eat'","-1","-1","-1","-1","-1","10","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","Punimon","None","None","None","None","Elecmon","Gomamon","None","None","None","None"
MasterTyrannomon,"MasterTyrannomon","MasterTyranomon","BigBerry","Ultimate","Data","Battle","None","Fire","Sleepy","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Tyrannomon.DigimonSprite_Tyrannomon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Tyrannomon/SkeletalMesh_Tyrannomon.SkeletalMesh_Tyrannomon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Tyrannomon/Animation_Tyrannomon.Animation_Tyrannomon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Tyrannomon/DigimonMaterial_MasterTyrannomon.DigimonMaterial_MasterTyrannomon'"")","0","30","80","55","14","1","36","0","300","3.000000","J_ago","J_ago","J_center","J_tuma_R","J_tuma_L","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00009.SL_00009'","None","None","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00011.VLALL_00011'","None","1","5","9","13","17","21","-1","-1","1","2","3","8","9","10","11","12","14","15","-1","-1","-1","-1","-1","-1","2","57","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_attack01.Tyrannomon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_attack02.Tyrannomon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_special01.Tyrannomon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_damage.Tyrannomon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_guard.Tyrannomon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_getup.Tyrannomon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_down.Tyrannomon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_win.Tyrannomon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_eat.Tyrannomon_Anim_eat'","2000","1500","150","200","150","150","None","1000","-1","-1","100","-1","-1","5","30","-1","-1","5","28","True","True","Agumon","Gabumon","Patamon","None","None","MetalGreymon","Megadramon","None","None","None","None"
Tyrannomon,"Tyrannomon","Tyranomon","BigBerry","Champion","Data","Battle","None","Fire","Sleepy","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Tyrannomon.DigimonSprite_Tyrannomon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Tyrannomon/SkeletalMesh_Tyrannomon.SkeletalMesh_Tyrannomon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Tyrannomon/Animation_Tyrannomon.Animation_Tyrannomon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Tyrannomon/DigimonMaterial_Tyrannomon.DigimonMaterial_Tyrannomon'"")","0","30","80","55","14","1","36","0","300","1.700000","J_ago","J_ago","J_center","J_tuma_R","J_tuma_L","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00009.SL_00009'","None","None","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00011.VLALL_00011'","None","1","5","9","13","17","21","-1","-1","1","2","3","8","9","10","11","12","14","15","-1","-1","-1","-1","-1","-1","2","57","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_attack01.Tyrannomon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_attack02.Tyrannomon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_special01.Tyrannomon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_damage.Tyrannomon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_guard.Tyrannomon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_getup.Tyrannomon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_down.Tyrannomon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_win.Tyrannomon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Tyrannomon/Tyrannomon_Anim_eat.Tyrannomon_Anim_eat'","2000","1500","150","200","150","150","None","1000","-1","-1","100","-1","-1","5","30","-1","-1","5","28","True","True","Agumon","Gabumon","Patamon","None","None","MetalGreymon","Megadramon","None","None","None","None"
Unimon,"Unimon","Unimon","GiantMeat","Champion","Data","Air","Battle","None","Day","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Unimon.DigimonSprite_Unimon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Unimon/Unimon.Unimon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Unimon/Animation_Unimon.Animation_Unimon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Unimon/DigimonMaterial_Unimon1.DigimonMaterial_Unimon1'"",""/Script/Engine.Material'/Game/Digimon/Characters/Unimon/DigimonMaterial_Unimon1.DigimonMaterial_Unimon1'"",""/Script/Engine.Material'/Game/Digimon/Characters/Unimon/DigimonMaterial_Unimon1.DigimonMaterial_Unimon1'"")","2","30","80","35","7","1","36","0","300","1.300000","None","None","None","None","None","None","None","None","None","None","2","6","11","16","21","-1","-1","-1","10","12","13","17","18","19","20","21","22","23","-1","-1","-1","-1","-1","-1","18","83","None","None","None","None","None","None","None","None","None","None","2000","1500","150","150","200","150","None","-1","1000","-1","-1","100","-1","3","30","-1","-1","10","35","False","True","Patamon","Piyomon","None","None","None","Giromon","Phoenixmon","None","None","None","None"
Vademon,"Vademon","Vademon","SuperVeggy","Ultimate","Virus","Mech","None","Earth","Sunset","MP and Brains","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Vademon.DigimonSprite_Vademon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Vademon/SkeletalMesh_Vademon.SkeletalMesh_Vademon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Vademon/Animation_Vademon.Animation_Vademon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Vademon/DigimonMaterial_Vademon.DigimonMaterial_Vademon'"")","3","15","80","35","7","1","36","0","300","1.000000","J_no","J_ago","J_center","None","None","None","None","None","None","None","4","9","14","18","23","-1","-1","-1","25","28","31","40","41","42","43","44","45","46","47","-1","-1","-1","-1","-1","42","66","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vademon/Vademon_Anim_attack01.Vademon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vademon/Vademon_Anim_attack02.Vademon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vademon/Vademon_Anim_special01.Vademon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vademon/Vademon_Anim_damage.Vademon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vademon/Vademon_Anim_guard.Vademon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vademon/Vademon_Anim_getup.Vademon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vademon/Vademon_Anim_down.Vademon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vademon/Vademon_Anim_glad.Vademon_Anim_glad'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vademon/Vademon_Anim_eat.Vademon_Anim_eat'","5000","5000","500","500","500","500","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Vegiemon,"Vegiemon","Vegimon","HawkRadish","Champion","Data","Earth","None","Ice","Sun Up","MP and Brains","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Vegiemon.DigimonSprite_Vegiemon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Vegiemon/SkeletalMesh_Vegiemon.SkeletalMesh_Vegiemon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Vegiemon/Animation_Vegiemon.Animation_Vegiemon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Vegiemon/DigimonMaterial_Vegiemon.DigimonMaterial_Vegiemon'"")","5","10","80","40","10","1","36","0","200","1.300000","J_atama","J_atama","J_center","J_hip","J_hip","None","None","None","None","None","3","7","11","14","18","23","-1","-1","24","26","28","29","30","31","36","37","-1","-1","-1","-1","-1","-1","-1","-1","24","71","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_attack01.Vegiemon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_attack02.Vegiemon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_special01.Vegiemon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_damage.Vegiemon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_guard.Vegiemon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_getup.Vegiemon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_down.Vegiemon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_win.Vegiemon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_eat.Vegiemon_Anim_eat'","1500","2000","100","150","150","100","None","-1","1000","-1","-1","-1","-1","5","10","50","-1","-1","21","False","False","Tentomon","Palmon","None","None","None","Piximon","None","None","None","None","None"
RedVegiemon,"RedVegiemon","RedVegiemon","SuperCarrot","Champion","Virus","Earth","Fire","None","Sun Up","Offense and Speed","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Vegiemon.DigimonSprite_Vegiemon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Vegiemon/SkeletalMesh_Vegiemon.SkeletalMesh_Vegiemon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Vegiemon/Animation_Vegiemon.Animation_Vegiemon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Vegiemon/DigimonMaterial_RedVegiemon.DigimonMaterial_RedVegiemon'"")","5","10","80","40","10","1","36","0","200","1.300000","J_atama","J_atama","J_center","J_hip","J_hip","None","None","None","None","None","3","7","11","14","18","23","-1","-1","24","26","28","29","30","31","36","37","-1","-1","-1","-1","-1","-1","-1","-1","24","71","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_attack01.Vegiemon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_attack02.Vegiemon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_special01.Vegiemon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_damage.Vegiemon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_guard.Vegiemon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_getup.Vegiemon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_down.Vegiemon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_win.Vegiemon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Vegiemon/Vegiemon_Anim_eat.Vegiemon_Anim_eat'","1500","2000","100","150","150","100","None","-1","1000","-1","-1","-1","-1","5","10","50","-1","-1","21","False","False","Tentomon","Palmon","None","None","None","Piximon","None","None","None","None","None"
WereGarurumon,"WereGarurumon","WereGarurumon","DigiTrout","Ultimate","Data","Battle","Ice","Air","Sun Up","Offense and Speed","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_WereGarurumon.DigimonSprite_WereGarurumon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/WereGarurumon/SkeletalMesh_WereGarurumon.SkeletalMesh_WereGarurumon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/WereGarurumon/Animation_WereGarurumon.Animation_WereGarurumon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/WereGarurumon/DigimonMaterial_WereGarurumon.DigimonMaterial_WereGarurumon'"")","0","30","80","42","7","1","36","0","300","1.100000","J_head","J_tooth","J_center","J_R_foot1","J_L_foot1","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","109","/Script/Engine.AnimSequence'/Game/Digimon/Characters/WereGarurumon/WereGarurumon_Anim_attack01.WereGarurumon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/WereGarurumon/WereGarurumon_Anim_attack02.WereGarurumon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/WereGarurumon/WereGarurumon_Anim_special01.WereGarurumon_Anim_special01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/WereGarurumon/WereGarurumon_Anim_special02.WereGarurumon_Anim_special02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/WereGarurumon/WereGarurumon_Anim_damage.WereGarurumon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/WereGarurumon/WereGarurumon_Anim_guard.WereGarurumon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/WereGarurumon/WereGarurumon_Anim_getup.WereGarurumon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/WereGarurumon/WereGarurumon_Anim_down.WereGarurumon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/WereGarurumon/WereGarurumon_Anim_glad.WereGarurumon_Anim_glad'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/WereGarurumon/WereGarurumon_Anim_eat.WereGarurumon_Anim_eat'","6000","3000","300","600","600","600","None","4000","-1","-1","400","400","400","3","30","-1","-1","-1","49","True","True","Garurumon","None","None","None","None","None","None","None","None","None","None"
WaruMonzaemon,"WaruMonzaemon","WaruMonzaemon","None","Ultimate","Virus","None","None","None","Night","Offense and Speed","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_WaruMonzaemon.DigimonSprite_WaruMonzaemon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/WaruMonzaemon/WaruMonzaemon.WaruMonzaemon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/WaruMonzaemon/Animation_WaruMonzaemon.Animation_WaruMonzaemon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/WaruMonzaemon/DigimonMaterial_WaruMonzaemon.DigimonMaterial_WaruMonzaemon'"")","0","0","0","0","0","1","0","0","0","1.000000","None","None","None","None","None","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","None","None","None","None","None","None","None","None","None","None","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Whamon,"Whamon","Whamon","BlueApple","Champion","Vaccine","Ice","None","Earth","Day","HP and Defense","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Whamon.DigimonSprite_Whamon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Whamon/SkeletalMesh_Whamon.SkeletalMesh_Whamon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Whamon/Animation_Whamon.Animation_Whamon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Whamon/DigimonMaterial_Whamon.DigimonMaterial_Whamon'"")","4","40","80","50","13","1","36","0","300","1.000000","J_head","J_mouth","J_head","None","None","None","None","None","None","None","2","6","10","14","18","21","-1","-1","24","28","32","33","34","35","36","37","38","39","-1","-1","-1","-1","-1","-1","34","89","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Whamon/Whamon_Anim_attack01.Whamon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Whamon/Whamon_Anim_attack02.Whamon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Whamon/Whamon_Anim_special01.Whamon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Whamon/Whamon_Anim_damage.Whamon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Whamon/Whamon_Anim_guard.Whamon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Whamon/Whamon_Anim_getup.Whamon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Whamon/Whamon_Anim_down.Whamon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Whamon/Whamon_Anim_glad.Whamon_Anim_glad'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Whamon/Whamon_Anim_eat.Whamon_Anim_eat'","2500","1500","100","150","100","200","None","-1","-1","-1","-1","-1","100","5","40","-1","-1","-1","28","False","True","Palmon","Betamon","Gomamon","None","None","MegaSeadramon","Mamemon","None","None","None","None"
Yuramon,"Yuramon","Yuramon","None","Fresh","Data","Earth","None","None","N/A Baby","MP and Brains","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Yuramon.DigimonSprite_Yuramon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Yuramon/SkeletalMesh_Yuramon.SkeletalMesh_Yuramon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Yuramon/Animation_Yuramon.Animation_Yuramon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Yuramon/DigimonMaterial_Yuramon.DigimonMaterial_Yuramon'"",""/Script/Engine.Material'/Game/Digimon/Characters/Yuramon/DigimonMaterial_Yuramon.DigimonMaterial_Yuramon'"")","8","5","25","6","3","1","18","0","50","1.000000","J_center","J_center","J_center","J_center","J_center","None","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/Eating01.Eating01'","None","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00001.VLALL_00001'","None","-1","-1","-1","-1","-1","-1","-1","-1","56","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","56","-1","None","None","None","None","None","None","None","None","None","None","-1","-1","-1","-1","-1","10","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","Tanemon","None","None","None","None","None"
Tinmon,"Tinmon","Tinmon","None","Fresh","Data","None","None","None","N/A Baby","Neutral","None","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Tinmon/tinmonAnimated.tinmonAnimated'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Tinmon/Animation_Tinmon.Animation_Tinmon_C'","","0","0","0","0","0","1","0","0","0","1.000000","None","None","None","None","None","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","None","None","None","None","None","None","None","None","None","None","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Plesiomon,"Plesiomon","Plesiomon","None","Ultimate","Data","Earth","Ice","None","Day","HP and Defense","None","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Plesiomon/Plesiomon.Plesiomon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Plesiomon/Animation_Pleasiomon.Animation_Pleasiomon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Plesiomon/DigimonMaterial_Plesiomon.DigimonMaterial_Plesiomon'"",""/Script/Engine.Material'/Game/Digimon/Characters/Plesiomon/DigimonMaterial_Plesiomon.DigimonMaterial_Plesiomon'"")","0","0","0","0","0","1","0","0","0","3.000000","None","None","None","None","None","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","None","None","None","None","None","None","None","None","None","None","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
